stream,site,rkm,date,year,month,doy,temp_mean_day,temp_max_day,temp_min_day,temp_range_day,temp_n_meas_day,utm_zone,utm_x_logger,utm_y_logger
MFJD,CBW05583-207602,112.31,12/30/2021,2021,12,364,0.5,1.2,-0.1,1.3,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/30/2021,2021,12,364,0.1,0.2,0,0.2,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/30/2021,2021,12,364,0.4,1.2,0,1.2,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/30/2021,2021,12,364,0.4,1.8,0,1.8,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/30/2021,2021,12,364,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/30/2021,2021,12,364,0.1,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/30/2021,2021,12,364,0.2,0.3,0.1,0.2,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/30/2021,2021,12,364,0.1,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/30/2021,2021,12,364,0.4,1.1,0,1.1,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/30/2021,2021,12,364,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/30/2021,2021,12,364,0.1,0.1,0.1,0,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/30/2021,2021,12,364,0.3,0.4,0.2,0.2,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/30/2021,2021,12,364,0,-0.1,-0.1,0,24,11 N,NA,NA
MFJD,MFJD_bVinegarCr,109.9,12/30/2021,2021,12,364,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_aLowestAlcoveOCA,92.92,12/30/2021,2021,12,364,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,CBW05583-207602,112.31,12/29/2021,2021,12,363,1,2.1,0.5,1.6,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/29/2021,2021,12,363,0.1,0.3,0,0.3,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/29/2021,2021,12,363,0.9,2,0.1,1.9,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/29/2021,2021,12,363,2.1,3.1,0.9,2.2,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/29/2021,2021,12,363,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/29/2021,2021,12,363,0.1,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/29/2021,2021,12,363,0.1,0.1,0.1,0,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/29/2021,2021,12,363,0.3,1,0,1,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/29/2021,2021,12,363,0.9,2.1,0.1,2,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/29/2021,2021,12,363,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/29/2021,2021,12,363,0.1,0.2,0.1,0.1,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/29/2021,2021,12,363,0.2,0.3,0.2,0.1,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/29/2021,2021,12,363,0,-0.1,-0.1,0,24,11 N,NA,NA
MFJD,MFJD_bVinegarCr,109.9,12/29/2021,2021,12,363,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_aLowestAlcoveOCA,92.92,12/29/2021,2021,12,363,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,CBW05583-207602,112.31,12/28/2021,2021,12,362,0.7,1.6,0,1.6,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/28/2021,2021,12,362,0.1,0.3,0.1,0.2,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/28/2021,2021,12,362,0.6,1.6,-0.1,1.7,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/28/2021,2021,12,362,0.9,2.4,0,2.4,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/28/2021,2021,12,362,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/28/2021,2021,12,362,0.1,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/28/2021,2021,12,362,0.1,0.1,0.1,0,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/28/2021,2021,12,362,0.1,0.1,0.1,0,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/28/2021,2021,12,362,0.6,1.6,0,1.6,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/28/2021,2021,12,362,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/28/2021,2021,12,362,0.1,0.1,0.1,0,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/28/2021,2021,12,362,0.2,0.3,0.2,0.1,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/28/2021,2021,12,362,0,-0.1,-0.1,0,24,11 N,NA,NA
MFJD,MFJD_bVinegarCr,109.9,12/28/2021,2021,12,362,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_aLowestAlcoveOCA,92.92,12/28/2021,2021,12,362,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,CBW05583-207602,112.31,12/27/2021,2021,12,361,0.2,0.7,0,0.7,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/27/2021,2021,12,361,0.1,0.2,0,0.2,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/27/2021,2021,12,361,0.1,0.6,0,0.6,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/27/2021,2021,12,361,0.2,1.3,0,1.3,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/27/2021,2021,12,361,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/27/2021,2021,12,361,0.1,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/27/2021,2021,12,361,0.1,0.1,0.1,0,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/27/2021,2021,12,361,0.1,0.1,0.1,0,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/27/2021,2021,12,361,0.1,0.5,0,0.5,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/27/2021,2021,12,361,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/27/2021,2021,12,361,0.1,0.1,0.1,0,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/27/2021,2021,12,361,0.3,0.3,0.2,0.1,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/27/2021,2021,12,361,0,-0.1,-0.1,0,24,11 N,NA,NA
MFJD,MFJD_bVinegarCr,109.9,12/27/2021,2021,12,361,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_aLowestAlcoveOCA,92.92,12/27/2021,2021,12,361,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,CBW05583-207602,112.31,12/26/2021,2021,12,360,0.8,1.3,0.3,1,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/26/2021,2021,12,360,0.2,0.7,0,0.7,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/26/2021,2021,12,360,0.7,1.2,0.2,1,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/26/2021,2021,12,360,1.9,2.9,1.1,1.8,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/26/2021,2021,12,360,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/26/2021,2021,12,360,0.2,0.6,0.1,0.5,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/26/2021,2021,12,360,0.3,0.4,0.1,0.3,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/26/2021,2021,12,360,0.3,0.8,0,0.8,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/26/2021,2021,12,360,0.7,1.2,0.3,0.9,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/26/2021,2021,12,360,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/26/2021,2021,12,360,0.2,0.6,0.1,0.5,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/26/2021,2021,12,360,0.2,0.2,0.2,0,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/26/2021,2021,12,360,0,-0.1,-0.1,0,24,11 N,NA,NA
MFJD,MFJD_bVinegarCr,109.9,12/26/2021,2021,12,360,0.1,0.4,0,0.4,24,11 N,NA,NA
MFJD,MFJD_aLowestAlcoveOCA,92.92,12/26/2021,2021,12,360,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,CBW05583-207602,112.31,12/25/2021,2021,12,359,2.1,3.6,0.9,2.7,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/25/2021,2021,12,359,0.7,1.1,0,1.1,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/25/2021,2021,12,359,2,3.5,0.8,2.7,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/25/2021,2021,12,359,3.2,4.1,1.9,2.2,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/25/2021,2021,12,359,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/25/2021,2021,12,359,0.6,1.1,0.1,1,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/25/2021,2021,12,359,0.5,0.9,0.3,0.6,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/25/2021,2021,12,359,1.4,2.7,0.3,2.4,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/25/2021,2021,12,359,2,3.5,0.8,2.7,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/25/2021,2021,12,359,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/25/2021,2021,12,359,0.6,1.1,0.1,1,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/25/2021,2021,12,359,0.3,0.5,0.2,0.3,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/25/2021,2021,12,359,0,0.2,-0.1,0.3,24,11 N,NA,NA
MFJD,MFJD_bVinegarCr,109.9,12/25/2021,2021,12,359,0.9,1.9,0.1,1.8,24,11 N,NA,NA
MFJD,MFJD_aLowestAlcoveOCA,92.92,12/25/2021,2021,12,359,0.1,0.4,0,0.4,24,11 N,NA,NA
MFJD,CBW05583-207602,112.31,12/24/2021,2021,12,358,2.2,3.1,0.8,2.3,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/24/2021,2021,12,358,1,1.4,0.2,1.2,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/24/2021,2021,12,358,2.1,3.1,0.7,2.4,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/24/2021,2021,12,358,3.5,4.2,1.8,2.4,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/24/2021,2021,12,358,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/24/2021,2021,12,358,1,1.3,0.2,1.1,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/24/2021,2021,12,358,0.9,1.3,0.3,1,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/24/2021,2021,12,358,1.6,2.4,0.5,1.9,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/24/2021,2021,12,358,2.1,3.1,0.8,2.3,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/24/2021,2021,12,358,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/24/2021,2021,12,358,1,1.4,0.2,1.2,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/24/2021,2021,12,358,0.5,0.8,0.4,0.4,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/24/2021,2021,12,358,0.4,0.8,-0.1,0.9,24,11 N,NA,NA
MFJD,MFJD_bVinegarCr,109.9,12/24/2021,2021,12,358,1.1,1.7,0.4,1.3,24,11 N,NA,NA
MFJD,MFJD_aLowestAlcoveOCA,92.92,12/24/2021,2021,12,358,0.3,0.5,0,0.5,24,11 N,NA,NA
MFJD,CBW05583-207602,112.31,12/23/2021,2021,12,357,3.3,4.5,2.5,2,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/23/2021,2021,12,357,2.2,2.9,1.5,1.4,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/23/2021,2021,12,357,3.3,4.5,2.3,2.2,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/23/2021,2021,12,357,5,6.3,4,2.3,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/23/2021,2021,12,357,0.1,0.3,0,0.3,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/23/2021,2021,12,357,2.2,3,1.4,1.6,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/23/2021,2021,12,357,2,2.7,1.3,1.4,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/23/2021,2021,12,357,2.6,3.6,1.8,1.8,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/23/2021,2021,12,357,3.3,4.5,2.3,2.2,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/23/2021,2021,12,357,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/23/2021,2021,12,357,2.2,3,1.5,1.5,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/23/2021,2021,12,357,0.8,1.3,0.4,0.9,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/23/2021,2021,12,357,1.5,2.3,0.9,1.4,24,11 N,NA,NA
MFJD,MFJD_bVinegarCr,109.9,12/23/2021,2021,12,357,1.9,2.6,1.2,1.4,24,11 N,NA,NA
MFJD,MFJD_aLowestAlcoveOCA,92.92,12/23/2021,2021,12,357,0.7,1.2,0.3,0.9,24,11 N,NA,NA
MFJD,CBW05583-207602,112.31,12/22/2021,2021,12,356,2.6,4.8,0.5,4.3,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/22/2021,2021,12,356,1.4,2.4,0.1,2.3,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/22/2021,2021,12,356,2.6,4.8,0.5,4.3,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/22/2021,2021,12,356,3.8,5.5,1.5,4,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/22/2021,2021,12,356,0.1,0.2,0,0.2,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/22/2021,2021,12,356,1.4,2.4,0.1,2.3,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/22/2021,2021,12,356,1.3,2,0.3,1.7,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/22/2021,2021,12,356,2,3.9,0.2,3.7,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/22/2021,2021,12,356,2.6,4.8,0.5,4.3,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/22/2021,2021,12,356,0,0.2,0,0.2,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/22/2021,2021,12,356,1.4,2.4,0.1,2.3,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/22/2021,2021,12,356,0.4,0.5,0.2,0.3,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/22/2021,2021,12,356,0.7,1.6,-0.1,1.7,24,11 N,NA,NA
MFJD,MFJD_bVinegarCr,109.9,12/22/2021,2021,12,356,1.4,2.8,0.2,2.6,24,11 N,NA,NA
MFJD,MFJD_aLowestAlcoveOCA,92.92,12/22/2021,2021,12,356,0.3,1,0,1,24,11 N,NA,NA
MFJD,CBW05583-207602,112.31,12/21/2021,2021,12,355,2.4,4.1,0.5,3.6,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/21/2021,2021,12,355,1.4,2.7,0.3,2.4,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/21/2021,2021,12,355,2.3,4,0.4,3.6,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/21/2021,2021,12,355,3.5,5,1.6,3.4,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/21/2021,2021,12,355,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/21/2021,2021,12,355,1.4,2.6,0.4,2.2,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/21/2021,2021,12,355,1.2,2.3,0.5,1.8,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/21/2021,2021,12,355,1.8,3.2,0.1,3.1,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/21/2021,2021,12,355,2.3,4,0.4,3.6,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/21/2021,2021,12,355,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/21/2021,2021,12,355,1.4,2.6,0.4,2.2,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/21/2021,2021,12,355,0.3,0.4,0.2,0.2,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/21/2021,2021,12,355,0.7,1.7,-0.1,1.8,24,11 N,NA,NA
MFJD,MFJD_bVinegarCr,109.9,12/21/2021,2021,12,355,1.2,2.2,0,2.2,24,11 N,NA,NA
MFJD,MFJD_aLowestAlcoveOCA,92.92,12/21/2021,2021,12,355,0.2,0.7,0,0.7,24,11 N,NA,NA
MFJD,CBW05583-207602,112.31,12/20/2021,2021,12,354,3.5,4.6,2.5,2.1,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/20/2021,2021,12,354,2.1,2.8,1.4,1.4,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/20/2021,2021,12,354,3.5,4.6,2.5,2.1,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/20/2021,2021,12,354,5.1,6.3,3.8,2.5,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/20/2021,2021,12,354,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/20/2021,2021,12,354,2.1,2.8,1.4,1.4,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/20/2021,2021,12,354,2,2.5,1.2,1.3,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/20/2021,2021,12,354,2.9,3.8,1.9,1.9,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/20/2021,2021,12,354,3.5,4.6,2.5,2.1,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/20/2021,2021,12,354,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/20/2021,2021,12,354,2.1,2.8,1.4,1.4,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/20/2021,2021,12,354,0.3,0.4,0.2,0.2,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/20/2021,2021,12,354,1.3,1.9,0.3,1.6,24,11 N,NA,NA
MFJD,MFJD_bVinegarCr,109.9,12/20/2021,2021,12,354,2.1,2.8,1.3,1.5,24,11 N,NA,NA
MFJD,MFJD_aLowestAlcoveOCA,92.92,12/20/2021,2021,12,354,0.4,0.6,0.2,0.4,24,11 N,NA,NA
MFJD,CBW05583-207602,112.31,12/19/2021,2021,12,353,2.1,3,1,2,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/19/2021,2021,12,353,0.8,1.2,0.2,1,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/19/2021,2021,12,353,2,2.9,1,1.9,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/19/2021,2021,12,353,3.2,4,2,2,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/19/2021,2021,12,353,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/19/2021,2021,12,353,0.8,1.3,0.2,1.1,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/19/2021,2021,12,353,0.7,1.2,0.3,0.9,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/19/2021,2021,12,353,1.5,2.3,0.7,1.6,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/19/2021,2021,12,353,2.1,2.9,1,1.9,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/19/2021,2021,12,353,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/19/2021,2021,12,353,0.8,1.3,0.2,1.1,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/19/2021,2021,12,353,0.3,0.4,0.3,0.1,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/19/2021,2021,12,353,0,0.2,-0.1,0.3,24,11 N,NA,NA
MFJD,MFJD_bVinegarCr,109.9,12/19/2021,2021,12,353,1.1,1.6,0.5,1.1,24,11 N,NA,NA
MFJD,MFJD_aLowestAlcoveOCA,92.92,12/19/2021,2021,12,353,0.2,0.4,0.1,0.3,24,11 N,NA,NA
MFJD,CBW05583-207602,112.31,12/18/2021,2021,12,352,1.6,3.2,0.1,3.1,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/18/2021,2021,12,352,0.4,0.7,0.1,0.6,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/18/2021,2021,12,352,1.6,3.1,0,3.1,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/18/2021,2021,12,352,2.6,4,1.2,2.8,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/18/2021,2021,12,352,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/18/2021,2021,12,352,0.4,0.9,0.1,0.8,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/18/2021,2021,12,352,0.4,0.8,0.2,0.6,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/18/2021,2021,12,352,1.1,2.3,0,2.3,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/18/2021,2021,12,352,1.6,3.1,0,3.1,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/18/2021,2021,12,352,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/18/2021,2021,12,352,0.4,0.9,0.1,0.8,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/18/2021,2021,12,352,0.5,0.6,0.3,0.3,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/18/2021,2021,12,352,0,-0.1,-0.1,0,24,11 N,NA,NA
MFJD,MFJD_bVinegarCr,109.9,12/18/2021,2021,12,352,0.7,1.5,0,1.5,24,11 N,NA,NA
MFJD,MFJD_aLowestAlcoveOCA,92.92,12/18/2021,2021,12,352,0.1,0.6,0,0.6,24,11 N,NA,NA
MFJD,CBW05583-207602,112.31,12/17/2021,2021,12,351,2.4,3.8,0.4,3.4,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/17/2021,2021,12,351,1.2,1.8,0.5,1.3,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/17/2021,2021,12,351,2.3,3.8,0.1,3.7,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/17/2021,2021,12,351,3.5,5.2,1.2,4,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/17/2021,2021,12,351,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/17/2021,2021,12,351,1.2,1.9,0.2,1.7,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/17/2021,2021,12,351,0.9,1.6,0.2,1.4,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/17/2021,2021,12,351,1.9,3,0,3,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/17/2021,2021,12,351,2.3,3.9,0.1,3.8,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/17/2021,2021,12,351,0,0.1,0,0.1,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/17/2021,2021,12,351,1.2,1.9,0.2,1.7,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/17/2021,2021,12,351,0.5,0.7,0.5,0.2,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/17/2021,2021,12,351,0,-0.1,-0.1,0,24,11 N,NA,NA
MFJD,MFJD_bVinegarCr,109.9,12/17/2021,2021,12,351,1.2,2.1,0,2.1,24,11 N,NA,NA
MFJD,MFJD_aLowestAlcoveOCA,92.92,12/17/2021,2021,12,351,0.2,0.8,0,0.8,24,11 N,NA,NA
MFJD,CBW05583-207602,112.31,12/16/2021,2021,12,350,2.2,3.7,0.8,2.9,24,11 N,NA,NA
MFJD,CBW05583-314610,104.58,12/16/2021,2021,12,350,0.3,0.7,0.2,0.5,24,11 N,NA,NA
MFJD,MFJD_aBridgeCr,112.03,12/16/2021,2021,12,350,2.2,3.7,0.8,2.9,24,11 N,NA,NA
MFJD,MFJD_aClearCr,114.28,12/16/2021,2021,12,350,3.5,4.8,2.3,2.5,24,11 N,NA,NA
MFJD,MFJD_aDeepCr,76.09,12/16/2021,2021,12,350,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_aDeerhornCr,104.01,12/16/2021,2021,12,350,0.4,0.9,0.1,0.8,24,11 N,NA,NA
MFJD,MFJD_aLittleBoulderCr,103.07,12/16/2021,2021,12,350,0.1,0.4,0.1,0.3,24,11 N,NA,NA
MFJD,MFJD_aVinegarCr,110.56,12/16/2021,2021,12,350,1.6,3.1,0.2,2.9,24,11 N,NA,NA
MFJD,MFJD_bBridgeCr,111.91,12/16/2021,2021,12,350,2.2,3.7,0.9,2.8,24,11 N,NA,NA
MFJD,MFJD_bCampCr,79.63,12/16/2021,2021,12,350,0,0,0,0,24,11 N,NA,NA
MFJD,MFJD_bDeerhornCr,103.92,12/16/2021,2021,12,350,0.4,0.9,0.1,0.8,24,11 N,NA,NA
MFJD,MFJD_bGraniteBoulderCr,95.12,12/16/2021,2021,12,350,0.6,0.7,0.5,0.2,24,11 N,NA,NA
MFJD,MFJD_bLittleButteCr,100.92,12/16/2021,2021,12,350,0,-0.1,-0.1,0,24,11 N,NA,NA
